	day	n_tweets_all	n_tweets_covid	n_tweets_blm	covid_rehyd	covid_sum	covid_mean	covid_median	blm_rehyd	blm_sum	blm_mean	blm_median	all_rehyd	all_median	all_mean	all_median
0	2020-01-01	780321	1662	0.0	1402	56364805.0	40203.14194008559	104.5	0.0	0.0	0.0	0.0	676841	5.0	22234.603042664377	5.0
1	2020-01-02	757183	2350	0.0	1843	35533908.0	19280.47097124254	56.0	0.0	0.0	0.0	0.0	650657	7.0	21563.398750801112	7.0
2	2020-01-03	982918	1766	0.0	1579	6270383.0	3971.1101963267893	33.0	0.0	0.0	0.0	0.0	833696	19.0	27232.072268548727	19.0
3	2020-01-04	812525	1325	0.0	1182	3206040.0	2712.3857868020305	30.0	0.0	0.0	0.0	0.0	697418	10.0	27153.39303975521	10.0
4	2020-01-05	926721	1187	0.0	1044	4590362.0	4396.89846743295	27.0	0.0	0.0	0.0	0.0	801003	8.0	23616.545674610457	8.0
5	2020-01-06	886953	1555	0.0	1284	5282559.0	4114.142523364486	17.0	0.0	0.0	0.0	0.0	765860	11.0	22730.05063196929	11.0
6	2020-01-07	826800	1866	0.0	1622	2705680.0	1668.1134401972872	20.0	0.0	0.0	0.0	0.0	715952	8.0	18165.535581994325	8.0
7	2020-01-08	948560	2199	0.0	1978	4963761.0	2509.484833164813	29.0	0.0	0.0	0.0	0.0	823146	11.0	23175.845599687054	11.0
8	2020-01-09	878093	2968	0.0	2588	61697490.0	23839.833848531685	80.5	0.0	0.0	0.0	0.0	765669	7.0	19507.139829351847	7.0
9	2020-01-10	865989	3162	0.0	2892	45616095.0	15773.200207468879	214.0	0.0	0.0	0.0	0.0	755136	6.0	21953.468563278668	6.0
10	2020-01-11	783042	2215	0.0	1965	10973353.0	5584.403562340967	164.0	0.0	0.0	0.0	0.0	682471	6.0	20350.262441920608	6.0
11	2020-01-12	832199	1931	0.0	1734	10062187.0	5802.8760092272205	145.0	0.0	0.0	0.0	0.0	723705	6.0	18880.018063990163	6.0
12	2020-01-13	862152	1977	0.0	1751	7070277.0	4037.850942318675	25.0	0.0	0.0	0.0	0.0	751663	7.0	19555.430992346304	7.0
13	2020-01-14	932096	2390	0.0	2214	19487913.0	8802.128726287263	44.0	0.0	0.0	0.0	0.0	814012	7.0	20102.419674402834	7.0
14	2020-01-15	962940	2307	0.0	2102	24534720.0	11672.083729781161	20.0	0.0	0.0	0.0	0.0	845269	9.0	17479.986498972517	9.0
15	2020-01-16	942064	2430	0.0	1988	4338308.0	2182.247484909457	17.0	0.0	0.0	0.0	0.0	827852	9.0	17121.53272203244	9.0
16	2020-01-17	880663	2512	0.0	2143	4673632.0	2180.882874475035	21.0	0.0	0.0	0.0	0.0	771104	7.0	30637.05279313815	7.0
17	2020-01-18	751456	1935	0.0	1578	2821606.0	1788.0899873257288	43.0	0.0	0.0	0.0	0.0	656646	7.0	24735.069512339982	7.0
18	2020-01-19	756246	1432	0.0	1182	2500940.0	2115.85448392555	29.0	0.0	0.0	0.0	0.0	658116	6.0	22948.66382674179	6.0
19	2020-01-20	821620	2945	0.0	2324	7689632.0	3308.7917383821	78.0	0.0	0.0	0.0	0.0	717215	8.0	20962.055630459487	8.0
20	2020-01-21	876748	4528	0.0	3819	24483187.0	6410.889499869076	33.0	0.0	0.0	0.0	0.0	767807	10.0	17141.381390114962	10.0
21	2020-01-22	933748	5223	0.0	4376	43885626.0	10028.707952468007	40.0	0.0	0.0	0.0	0.0	821809	9.0	18030.53038358061	9.0
22	2020-01-23	896068	8460	0.0	7265	205377908.0	28269.498692360634	117.0	0.0	0.0	0.0	0.0	787960	7.0	17821.467088430883	7.0
23	2020-01-24	906829	9368	0.0	7948	88247342.0	11103.08782083543	50.0	0.0	0.0	0.0	0.0	798411	8.0	19067.59085107795	8.0
24	2020-01-25	783380	8750	0.0	7367	140609414.0	19086.38713180399	141.0	0.0	0.0	0.0	0.0	684807	11.0	18110.67449807026	11.0
25	2020-01-26	948547	9764	0.0	8008	147016607.0	18358.71715784216	184.5	0.0	0.0	0.0	0.0	828144	58.0	90442.0962719044	58.0
26	2020-01-27	974684	9871	0.0	8125	140356989.0	17274.70633846154	80.0	0.0	0.0	0.0	0.0	853104	70.0	82897.21047140795	70.0
27	2020-01-28	918808	10229	0.0	8626	267597427.0	31022.191861813124	75.0	0.0	0.0	0.0	0.0	807265	17.0	34602.181517841105	17.0
28	2020-01-29	898501	11500	0.0	10043	712666193.0	70961.48491486607	132.0	0.0	0.0	0.0	0.0	789784	11.0	23939.94159415739	11.0
29	2020-01-30	904574	14558	0.0	12892	360352524.0	27951.638535525908	187.0	0.0	0.0	0.0	0.0	796386	12.0	20583.327196861825	12.0
30	2020-01-31	971607	13098	0.0	11397	177434817.0	15568.554619636747	117.0	0.0	0.0	0.0	0.0	852247	11.0	17795.988910491913	11.0
31	2020-02-01	834234	8005	0.0	6948	77174390.0	11107.42515831894	70.0	0.0	0.0	0.0	0.0	730746	13.0	22918.056820016805	13.0
32	2020-02-02	762607	8094	0.0	7052	97123262.0	13772.442144072604	127.0	0.0	0.0	0.0	0.0	666975	9.0	18506.36533003486	9.0
33	2020-02-03	1051475	7728	0.0	6862	56563386.0	8242.988341591374	40.0	0.0	0.0	0.0	0.0	924147	12.0	24166.94157639423	12.0
34	2020-02-04	948865	7144	0.0	6321	25415547.0	4020.811105837684	37.0	0.0	0.0	0.0	0.0	832353	11.0	17821.50160088328	11.0
35	2020-02-05	1185274	7296	0.0	6549	27715899.0	4232.081081081081	34.0	0.0	0.0	0.0	0.0	1039391	21.0	17173.927295887686	21.0
36	2020-02-06	977903	7405	0.0	6632	14956782.0	2255.2445717732207	39.0	0.0	0.0	0.0	0.0	859962	11.0	16275.916478867672	11.0
37	2020-02-07	874340	9361	0.0	8372	122110472.0	14585.579550883898	89.0	0.0	0.0	0.0	0.0	770114	10.0	16758.454069137817	10.0
38	2020-02-08	853222	7403	0.0	6434	147164565.0	22872.95073049425	122.0	0.0	0.0	0.0	0.0	750275	12.0	26771.184455033155	12.0
39	2020-02-09	756097	6505	0.0	5513	49419281.0	8964.135860692908	134.0	0.0	0.0	0.0	0.0	660364	10.0	20011.115468135755	10.0
40	2020-02-10	895508	8590	0.0	7629	72928234.0	9559.343819635602	172.0	0.0	0.0	0.0	0.0	784494	12.0	21898.45974092855	12.0
41	2020-02-11	905230	10538	0.0	9097	87968908.0	9670.1009123887	125.0	0.0	0.0	0.0	0.0	793249	12.0	23361.98127321938	12.0
42	2020-02-12	971887	7348	0.0	6432	66828640.0	10390.02487562189	37.0	0.0	0.0	0.0	0.0	855081	13.0	19216.382578960354	13.0
43	2020-02-13	920171	8597	0.0	7271	58833590.0	8091.540365836886	43.0	0.0	0.0	0.0	0.0	805711	10.0	16583.188236228623	10.0
44	2020-02-14	905583	7840	0.0	6918	41225617.0	5959.1814108123735	58.0	0.0	0.0	0.0	0.0	796620	9.0	19155.736388742436	9.0
45	2020-02-15	739407	6186	0.0	5299	23495499.0	4433.949613134554	99.0	0.0	0.0	0.0	0.0	649210	11.0	17786.040988278062	11.0
46	2020-02-16	748580	6623	0.0	5463	40331645.0	7382.69174446275	147.0	0.0	0.0	0.0	0.0	651288	12.0	18812.246545307145	12.0
47	2020-02-17	812682	7548	0.0	6398	27006160.0	4221.031572366364	80.5	0.0	0.0	0.0	0.0	710324	12.0	21774.028375783444	12.0
48	2020-02-18	898050	8032	0.0	6625	124432989.0	18782.33796226415	37.0	0.0	0.0	0.0	0.0	784447	12.0	19208.120464480075	12.0
49	2020-02-19	916392	6768	0.0	5730	189438596.0	33060.8369982548	35.0	0.0	0.0	0.0	0.0	802634	11.0	18530.996038044737	11.0
50	2020-02-20	1065146	6202	0.0	5383	29275562.0	5438.521642206948	28.0	0.0	0.0	0.0	0.0	933917	14.0	17977.639480810394	14.0
51	2020-02-21	898536	8452	0.0	7500	16947176.0	2259.6234666666664	49.5	0.0	0.0	0.0	0.0	788633	11.0	18155.93767062753	11.0
52	2020-02-22	794223	7606	0.0	6793	28021863.0	4125.108641248344	101.0	0.0	0.0	0.0	0.0	693629	11.0	15086.279385665825	11.0
53	2020-02-23	788455	8905	0.0	7804	23358721.0	2993.172860071758	146.0	0.0	0.0	0.0	0.0	684349	11.0	15523.214770533748	11.0
54	2020-02-24	848174	16712	0.0	14937	246646889.0	16512.478342371294	323.0	0.0	0.0	0.0	0.0	739757	13.0	22420.970284836778	13.0
55	2020-02-25	894334	36840	0.0	32936	559310961.0	16981.751305562302	1156.0	0.0	0.0	0.0	0.0	783937	11.0	20274.250530335983	11.0
56	2020-02-26	986164	52600	0.0	46358	649052818.0	14000.880495275896	928.0	0.0	0.0	0.0	0.0	865149	11.0	16531.26657720231	11.0
57	2020-02-27	909905	90652	0.0	79636	1618983926.0	20329.799663468784	2000.5	0.0	0.0	0.0	0.0	798908	10.0	17501.401822237352	10.0
58	2020-02-28	886003	90845	0.0	80969	2349488002.0	29017.130037421728	2270.0	0.0	0.0	0.0	0.0	778987	10.0	20152.339911962586	10.0
59	2020-02-29	788484	81719	0.0	72330	2007170738.0	27750.18302225909	2121.0	0.0	0.0	0.0	0.0	691168	10.0	17822.241259722672	10.0
60	2020-03-01	781887	54223	0.0	47731	1386687535.0	29052.136661708322	2071.0	0.0	0.0	0.0	0.0	682874	12.0	20325.358354542714	12.0
61	2020-03-02	867799	64028	0.0	56625	1896815631.0	33497.84778807947	652.0	0.0	0.0	0.0	0.0	761934	12.0	18582.56231248376	12.0
62	2020-03-03	953705	70761	0.0	61794	2748702321.0	44481.702446839496	748.5	0.0	0.0	0.0	0.0	839075	12.0	17179.56211184936	12.0
63	2020-03-04	1046465	63031	0.0	55831	2939329518.0	52646.90795436227	656.0	0.0	0.0	0.0	0.0	918432	12.0	19366.742554701927	12.0
64	2020-03-05	969611	71106	0.0	63332	3831938150.0	60505.56038021853	597.5	0.0	0.0	0.0	0.0	854030	11.0	22003.102727070476	11.0
65	2020-03-06	923954	79626	0.0	71536	3896751304.0	54472.59147841646	488.0	0.0	0.0	0.0	0.0	818733	10.0	21610.67858752487	10.0
66	2020-03-07	795246	84682	0.0	76132	4789040031.0	62904.42955655966	1339.0	0.0	0.0	0.0	0.0	702581	11.0	22449.99848273722	11.0
67	2020-03-08	794064	82293	0.0	72987	3514582167.0	48153.53647909902	1582.0	0.0	0.0	0.0	0.0	697099	14.0	27743.801761299328	14.0
68	2020-03-09	875185	131173	0.0	116948	5078710920.0	43427.08656838937	1212.0	0.0	0.0	0.0	0.0	770216	16.0	23559.88291985625	16.0
69	2020-03-10	949333	151636	0.0	133274	4856544686.0	36440.30107898015	776.0	0.0	0.0	0.0	0.0	835515	12.0	19623.78628630246	12.0
70	2020-03-11	1075798	185509	0.0	164447	7110042968.0	43236.075866388564	595.0	0.0	0.0	0.0	0.0	947308	12.0	19890.12747701909	12.0
71	2020-03-12	1408206	401793	0.0	352885	29460402336.0	83484.42789010584	1686.0	0.0	0.0	0.0	0.0	1240532	39.0	45169.23797532026	39.0
72	2020-03-13	1310283	403636	0.0	356219	31487669247.0	88394.13183182255	2096.0	0.0	0.0	0.0	0.0	1155379	30.0	43498.53116682924	30.0
73	2020-03-14	1077338	316271	0.0	277142	26114132241.0	94226.54177641787	2636.0	0.0	0.0	0.0	0.0	943968	31.0	45335.17706108682	31.0
74	2020-03-15	1107255	339024	0.0	298073	19946486356.0	66918.12527803592	1972.0	0.0	0.0	0.0	0.0	971699	38.0	38171.756867095675	38.0
75	2020-03-16	1319029	375396	0.0	332207	45118291542.0	135813.7894204517	1296.0	0.0	0.0	0.0	0.0	1162710	32.0	53838.92880425901	32.0
76	2020-03-17	1322873	402355	0.0	354992	46222803756.0	130208.0152679497	1699.0	0.0	0.0	0.0	0.0	1169867	23.0	51105.37250730211	23.0
77	2020-03-18	1301925	397388	0.0	349209	30373588526.0	86978.25235317532	1248.0	0.0	0.0	0.0	0.0	1149480	19.0	36720.400637679646	19.0
78	2020-03-19	1301749	415489	0.0	364701	29344473429.0	80461.73009945134	1334.0	0.0	0.0	0.0	0.0	1145483	18.0	35092.03389836427	18.0
79	2020-03-20	1364674	417476	0.0	366383	26241822964.0	71624.01902926719	1495.0	0.0	0.0	0.0	0.0	1204042	24.0	34298.530817861836	24.0
80	2020-03-21	1188044	343095	0.0	302604	22715237650.0	75065.88693473978	1495.0	0.0	0.0	0.0	0.0	1045015	23.0	38199.920337028656	23.0
81	2020-03-22	1196464	364525	0.0	322974	18523598073.0	57353.217512864816	1872.0	0.0	0.0	0.0	0.0	1050667	31.0	42219.9827328735	31.0
82	2020-03-23	1317458	405208	0.0	359141	15162373932.0	42218.443263230874	1247.0	0.0	0.0	0.0	0.0	1154881	29.0	29452.24686093199	29.0
83	2020-03-24	1359924	395430	0.0	350586	10058457189.0	28690.413162533587	976.0	0.0	0.0	0.0	0.0	1193277	27.0	32180.930456214275	27.0
84	2020-03-25	1285232	325035	0.0	290082	7601027655.0	26203.031056735683	543.0	0.0	0.0	0.0	0.0	1132433	17.0	28285.892833395	17.0
85	2020-03-26	1294014	323310	0.0	288977	7907250961.0	27362.90763970835	632.0	0.0	0.0	0.0	0.0	1136508	18.0	26954.598723458173	18.0
86	2020-03-27	1250245	327928	0.0	294095	9701779433.0	32988.59019364491	728.0	0.0	0.0	0.0	0.0	1100306	13.0	22459.46604944443	13.0
87	2020-03-28	1112835	262237	0.0	232443	9989302765.0	42975.2789501082	836.0	0.0	0.0	0.0	0.0	972680	15.0	26851.336119792737	15.0
88	2020-03-29	1104034	264029	0.0	233731	7517193930.0	32161.732632812935	1182.0	0.0	0.0	0.0	0.0	962818	17.0	25706.530614300937	17.0
89	2020-03-30	1184544	278216	0.0	245659	6624162692.0	26964.868748956887	536.0	0.0	0.0	0.0	0.0	1035001	16.0	24332.099362222838	16.0
90	2020-03-31	1193899	278451	0.0	248634	6123228796.0	24627.479733262546	466.0	0.0	0.0	0.0	0.0	1049062	15.0	25794.066674800917	15.0
91	2020-04-01	1198982	286876	0.0	257107	11545580215.0	44905.74046992108	560.0	0.0	0.0	0.0	0.0	1057758	13.0	28845.106307870043	13.0
92	2020-04-02	1193056	282194	0.0	252143	7629706552.0	30259.442268871237	442.0	0.0	0.0	0.0	0.0	1050609	14.0	25094.47881086113	14.0
93	2020-04-03	1198136	269068	0.0	242351	4480230523.0	18486.536152109955	413.0	0.0	0.0	0.0	0.0	1058020	14.0	21971.35289503034	14.0
94	2020-04-04	1088837	228941	0.0	204509	4036675965.0	19738.378090939765	725.0	0.0	0.0	0.0	0.0	956120	16.0	25161.42595280927	16.0
95	2020-04-05	1028654	215714	0.0	190961	5188965816.0	27172.908688161457	810.0	0.0	0.0	0.0	0.0	896178	13.0	24253.432996569878	13.0
96	2020-04-06	907958	253652	0.0	226078	5373707976.0	23769.2653685896	634.0	0.0	0.0	0.0	0.0	797903	19.0	23256.393086628326	19.0
97	2020-04-07	1122960	253348	0.0	226273	4656867234.0	20580.74641693883	476.0	0.0	0.0	0.0	0.0	987423	16.0	20712.10435041517	16.0
98	2020-04-08	1186088	220478	0.0	196620	3211507687.0	16333.575867154917	277.0	0.0	0.0	0.0	0.0	1038255	11.0	19952.151405001663	11.0
99	2020-04-09	1099915	211146	0.0	189769	3431854598.0	18084.379419188594	294.0	0.0	0.0	0.0	0.0	964373	9.0	19407.351976880316	9.0
100	2020-04-10	1071015	211967	0.0	189467	3434680762.0	18128.121319279875	388.0	0.0	0.0	0.0	0.0	940719	11.0	20061.21597097539	11.0
101	2020-04-11	948068	173706	0.0	154268	2519664878.0	16333.036520859803	479.0	0.0	0.0	0.0	0.0	826402	9.0	17832.61103917948	9.0
102	2020-04-12	963620	154388	0.0	137421	2795342716.0	20341.452296228377	807.0	0.0	0.0	0.0	0.0	838262	10.0	20438.697324941368	10.0
103	2020-04-13	1081287	202834	0.0	181229	3066868115.0	16922.6123578456	465.0	0.0	0.0	0.0	0.0	946384	13.0	19841.73609866608	13.0
104	2020-04-14	1138560	193703	0.0	174576	2984367203.0	17094.945485060947	274.0	0.0	0.0	0.0	0.0	999695	12.0	23154.490231520613	12.0
105	2020-04-15	1111995	199752	0.0	180492	3419481159.0	18945.33363805598	254.0	0.0	0.0	0.0	0.0	980251	10.0	19348.526784466427	10.0
106	2020-04-16	1112480	199958	0.0	180064	2512861809.0	13955.381469921806	267.0	0.0	0.0	0.0	0.0	978810	9.0	16865.250735076264	9.0
107	2020-04-17	1119803	207375	0.0	186928	3293750815.0	17620.425056706325	353.0	0.0	0.0	0.0	0.0	987628	10.0	18046.367953318455	10.0
108	2020-04-18	1000364	173331	0.0	153568	2539471352.0	16536.461710773077	549.0	0.0	0.0	0.0	0.0	875100	12.0	20342.801898068792	12.0
109	2020-04-19	981594	176047	0.0	155533	3039319397.0	19541.315328579785	829.0	0.0	0.0	0.0	0.0	856438	11.0	20955.817530282402	11.0
110	2020-04-20	1071654	194147	0.0	172523	5786638917.0	33541.2606840827	544.0	0.0	0.0	0.0	0.0	937739	14.0	25831.69867095215	14.0
111	2020-04-21	1073125	184064	0.0	164951	2483931691.0	15058.603409497366	263.0	0.0	0.0	0.0	0.0	942437	10.0	20585.561187644373	10.0
112	2020-04-22	1075298	193145	0.0	173144	4195327390.0	24230.278785288545	300.0	0.0	0.0	0.0	0.0	945676	9.0	19611.308398436675	9.0
113	2020-04-23	1067430	190421	0.0	170151	4242084053.0	24931.29075350718	321.0	0.0	0.0	0.0	0.0	938090	8.0	20475.385304181902	8.0
114	2020-04-24	1217195	217339	0.0	195272	4136535375.0	21183.45372096358	542.0	0.0	0.0	0.0	0.0	1075461	9.0	24445.94745230185	9.0
115	2020-04-25	1018034	146736	0.0	130906	2527940284.0	19311.110904007455	603.0	0.0	0.0	0.0	0.0	892145	11.0	21652.272900705604	11.0
116	2020-04-26	885293	132000	0.0	117694	2779922374.0	23619.9158325828	674.0	0.0	0.0	0.0	0.0	767703	11.0	21864.744119796327	11.0
117	2020-04-27	986046	148231	0.0	133018	2111755779.0	15875.714407072726	233.0	0.0	0.0	0.0	0.0	861360	9.0	17423.616184870436	9.0
118	2020-04-28	985986	164767	0.0	148309	2005436262.0	13522.013242621824	249.0	0.0	0.0	0.0	0.0	863003	9.0	16398.415273179817	9.0
119	2020-04-29	950968	155147	0.0	139495	1693283693.0	12138.669436180508	198.0	0.0	0.0	0.0	0.0	837622	8.0	16965.935589084336	8.0
120	2020-04-30	1042494	138974	0.0	125452	1031870948.0	8225.225169786054	107.0	0.0	0.0	0.0	0.0	917980	10.0	18377.706711475195	10.0
121	2020-05-01	1044609	130969	25526.0	118649	1158610476.0	9765.025208809177	111.0	22669.0	751655003.0	33157.83682562089	2857.0	919456	9.0	16943.47815991195	9.0
122	2020-05-02	875743	113203	15419.0	101282	1513047237.0	14938.95496731897	351.0	13300.0	373412827.0	28076.152406015037	1488.0	766349	9.0	19803.61695780904	9.0
123	2020-05-03	864101	118435	17712.0	103219	2809262568.0	27216.525717164477	583.0	15150.0	513882971.0	33919.66805280528	2459.0	747351	12.0	22577.01621460331	12.0
124	2020-05-04	979301	134737	15676.0	119979	2011646606.0	16766.65588144592	296.0	13521.0	439181327.0	32481.423489386878	1047.0	856171	11.0	18799.106678455588	11.0
125	2020-05-05	1010555	157168	13394.0	140567	2028579297.0	14431.404931456174	272.0	11568.0	337509969.0	29176.172977178423	683.0	885283	9.0	19778.438904847375	9.0
126	2020-05-06	990340	148197	13116.0	132628	1804467100.0	13605.476219199565	235.0	11524.0	145824185.0	12653.955657757722	809.5	870215	10.0	19936.533409559706	10.0
127	2020-05-07	1041399	141103	14867.0	127112	1323781357.0	10414.29099534269	222.0	12925.0	196136516.0	15174.972224371373	823.0	912865	13.0	18882.3102057807	13.0
128	2020-05-08	1049406	130798	17190.0	117460	2105535131.0	17925.550238379023	192.0	15188.0	931493313.0	61330.873913616015	1156.0	923555	12.0	21119.68541884349	12.0
129	2020-05-09	900748	117369	13937.0	105596	2610079033.0	24717.593781961437	608.0	12106.0	475161431.0	39250.07690401454	1930.5	792094	13.0	22634.132392115076	13.0
130	2020-05-10	848858	101350	10962.0	91307	2084620786.0	22830.89780630182	782.0	9399.0	153644434.0	16346.891584211086	837.0	747011	13.0	22483.166289385295	13.0
131	2020-05-11	983100	126183	13744.0	114423	2807313137.0	24534.51785917167	407.0	12047.0	944398148.0	78392.80717191003	1916.0	863438	18.0	26021.92833880371	18.0
132	2020-05-12	1041291	150595	17105.0	135815	3338259911.0	24579.46405772558	452.0	15124.0	861797263.0	56982.09884951071	2227.0	921097	17.0	23111.347598569966	17.0
133	2020-05-13	1025883	145559	12794.0	130657	3182828326.0	24360.18220225476	328.0	11022.0	176091222.0	15976.340228633642	590.0	904465	11.0	19391.249726633978	11.0
134	2020-05-14	1053749	147828	11881.0	133545	3512841514.0	26304.552877307277	341.0	9651.0	80352681.0	8325.839912962387	223.0	930761	11.0	26868.62592222923	11.0
135	2020-05-15	1016434	132328	12657.0	119285	1930419493.0	16183.254332061868	227.0	10872.0	849767229.0	78161.07698675497	846.0	899667	10.0	24962.248963227506	10.0
136	2020-05-16	886923	97692	10741.0	87279	1676680953.0	19210.58849207713	320.0	9542.0	985061121.0	103234.2403060155	1424.0	777591	12.0	23272.766085255615	12.0
137	2020-05-17	882408	94965	8306.0	84675	2219183103.0	26208.24449955713	495.0	7302.0	473061175.0	64785.151328403175	729.0	774908	16.0	28888.02073020281	16.0
138	2020-05-18	956934	119234	10235.0	107068	4213883953.0	39357.08104195465	354.5	8991.0	354008254.0	39373.62406851296	634.0	843609	12.0	25316.361709038192	12.0
139	2020-05-19	969176	128130	8291.0	114764	3340479439.0	29107.38070300791	354.0	7297.0	96785790.0	13263.778265040428	332.0	852400	12.0	21313.988374002816	12.0
140	2020-05-20	997851	114976	8566.0	104067	2149144053.0	20651.542304476923	225.0	7518.0	476985148.0	63445.74993349295	279.0	882515	13.0	26526.0693869226	13.0
141	2020-05-21	990540	121479	12055.0	109395	2009838761.0	18372.309164038576	250.0	10488.0	526794168.0	50228.276887871856	1758.0	876131	11.0	21510.24615154583	11.0
142	2020-05-22	986534	107830	16986.0	97353	1774748503.0	18230.03403079515	235.0	14507.0	313206333.0	21590.01399324464	1401.0	869180	10.0	22443.246851055017	10.0
143	2020-05-23	832818	93281	13815.0	83737	1494370996.0	17846.005899423195	558.0	11780.0	227503056.0	19312.653310696096	1528.0	731755	11.0	20967.12549282205	11.0
144	2020-05-24	846016	95348	11953.0	85600	3402585793.0	39749.83403037383	829.0	10422.0	238503705.0	22884.63874496258	1375.5	742181	14.0	24647.64742293322	14.0
145	2020-05-25	849832	89902	11209.0	80412	2827451540.0	35162.05964283938	799.0	9797.0	336165930.0	34313.149943860364	1200.0	744228	14.0	23521.172941625417	14.0
146	2020-05-26	938354	93910	43354.0	84969	1970017210.0	23185.128811684262	286.0	38545.0	2081506206.0	54001.977065767285	5552.0	826007	14.0	24728.19297657284	14.0
147	2020-05-27	1095402	107131	93935.0	95424	4500788310.0	47166.208815392354	382.0	80021.0	10682602004.0	133497.48196098523	8338.0	963146	21.0	36554.69858463826	21.0
148	2020-05-28	1175524	109440	165081.0	97867	3501979201.0	35783.04434589801	410.0	138991.0	22092186177.0	158946.8827262197	6321.0	1024674	33.0	58891.3866078382	33.0
149	2020-05-29	1387637	86890	334743.0	77634	2529387012.0	32580.91830898833	287.0	288347.0	60751446376.0	210688.67155198424	6554.0	1213542	109.0	90874.2548465566	109.0
